text,label,category,seed_id
by the way my supervisor approved my chapter three have a good day,0,Non-Abusive,CLN-028
stupid girl i will strangle you with my bare hands idiot,1,Physical Violence / Life Threat,VIO-016
hey you deserve to die alone you filthy animal stupid,1,Severe Harassment / Defamation / Hate Speech,HAR-006
hey you deserve to die alone you filthy animal foolish girl,1,Severe Harassment / Defamation / Hate Speech,HAR-006
i swear to god go and die somewhere nobody wants you here you will see,1,Severe Harassment / Defamation / Hate Speech,HAR-009
i saved everything and i will share it with your employer,1,Blackmail / Non-Consensual Extortion,BLK-007
i swear to god i will tag your pastor in the photos if you ignore me foolish girl,1,Blackmail / Non-Consensual Extortion,BLK-012
just checking in the article explains how victims of blackmail can get help,0,Non-Abusive,HRD-021
watch your back because i am coming for you,1,Physical Violence / Life Threat,VIO-011
listen to me i still have the videos and i will post them online,1,Blackmail / Non-Consensual Extortion,BLK-002
i am telling you you should just kill yourself and save everyone the trouble,1,Severe Harassment / Defamation / Hate Speech,HAR-003
good morning the bus to campus leaves at seven thirty,0,Non-Abusive,CLN-014
quick question this is the worst service i have ever received,0,Non-Abusive,HRD-004
i swear to god i am outside your gate right now stupid,1,Cyberstalking / Intimidation,STK-004
hello could you please review my code before i submit god bless,0,Non-Abusive,CLN-016
i am telling you i will post your private chats on facebook for everyone to read foolish girl,1,Blackmail / Non-Consensual Extortion,BLK-009
idiot i saw you at the junction today wearing the blue dress,1,Cyberstalking / Intimidation,STK-001
just checking in i really enjoyed the seminar this morning please,0,Non-Abusive,CLN-012
by the way the boss criticised my presentation quite harshly,0,Non-Abusive,HRD-033
good morning i will pay the hostel fees on monday please,0,Non-Abusive,CLN-023
hey the results will be published next month cheers,0,Non-Abusive,CLN-029
good morning we had a serious argument and i said things i regret let me know,0,Non-Abusive,HRD-013
i saw you at the junction today wearing the blue dress,1,Cyberstalking / Intimidation,STK-001
idiot i am counting the hours until i see you in person,1,Cyberstalking / Intimidation,STK-016
look here shut up you brainless fool nobody asked you and that is final,1,Severe Harassment / Defamation / Hate Speech,HAR-018
quick question good morning hope you slept well please,0,Non-Abusive,CLN-024
i will kill you tonight so watch yourself,1,Physical Violence / Life Threat,VIO-000
hey see you at church on sunday please,0,Non-Abusive,CLN-025
you are a stupid idiot who cannot do anything right,1,Severe Harassment / Defamation / Hate Speech,HAR-010
nobody will ever love a disgusting pig like you and that is final,1,Severe Harassment / Defamation / Hate Speech,HAR-001
quick question the wifi in the lab is very slow today cheers,0,Non-Abusive,CLN-017
stupid girl you are the ugliest thing i have ever seen in my life,1,Severe Harassment / Defamation / Hate Speech,HAR-005
for the last time when i catch you i will break your legs you will see,1,Physical Violence / Life Threat,VIO-003
listen to me i have been watching your hostel window every night you will see,1,Cyberstalking / Intimidation,STK-012
hi i am studying criminal law including offences against the person ok,0,Non-Abusive,HRD-019
good morning i reported the theft to the police this morning cheers,0,Non-Abusive,HRD-016
listen to me i will tag your pastor in the photos if you ignore me,1,Blackmail / Non-Consensual Extortion,BLK-012
by the way the results will be published next month god bless,0,Non-Abusive,CLN-029
hey i know where you live and i am watching you foolish girl,1,Cyberstalking / Intimidation,STK-000
by the way see you at church on sunday let me know,0,Non-Abusive,CLN-025
hey you are a stupid idiot who cannot do anything right so watch yourself,1,Severe Harassment / Defamation / Hate Speech,HAR-010
listen to me i am counting the hours until i see you in person and nobody can save you,1,Cyberstalking / Intimidation,STK-016
look here one more word and i will finish you completely stupid,1,Physical Violence / Life Threat,VIO-014
am warning you i will spread the rumour until nobody talks to you again you will see,1,Severe Harassment / Defamation / Hate Speech,HAR-016
good morning the team lost badly and everyone was upset talk soon,0,Non-Abusive,HRD-034
you better understand send me money or i will leak your nudes stupid,1,Blackmail / Non-Consensual Extortion,BLK-000
i am telling you i know your mother works at the market on fridays,1,Cyberstalking / Intimidation,STK-008
stupid girl i took pictures of you today without you knowing idiot,1,Cyberstalking / Intimidation,STK-017
i finished reading chapter two of the textbook talk soon,0,Non-Abusive,CLN-019
idiot everyone in the hall thinks you are a joke,1,Severe Harassment / Defamation / Hate Speech,HAR-020
am warning you i followed you home yesterday and you did not even notice and that is final,1,Cyberstalking / Intimidation,STK-002
good morning the security officer warned us about people following students at night,0,Non-Abusive,HRD-027
you are stupid and everyone in class laughs at you so watch yourself,1,Severe Harassment / Defamation / Hate Speech,HAR-002
i really enjoyed the seminar this morning have a good day,0,Non-Abusive,CLN-012
for the last time you are trash and you will always be trash stupid,1,Severe Harassment / Defamation / Hate Speech,HAR-015
i am telling you if you block me i will send your photos to your father,1,Blackmail / Non-Consensual Extortion,BLK-003
you better understand send more pictures or i release the ones i already have,1,Blackmail / Non-Consensual Extortion,BLK-010
look here if you block me i will send your photos to your father foolish girl,1,Blackmail / Non-Consensual Extortion,BLK-003
stupid girl i will share your private moments with your classmates,1,Blackmail / Non-Consensual Extortion,BLK-017
the printer in the office is out of toner,0,Non-Abusive,CLN-026
i will shoot you the day i see you in town,1,Physical Violence / Life Threat,VIO-008
hi the exam timetable has been released on the portal cheers,0,Non-Abusive,CLN-010
you better understand you are a shameless disgusting creature,1,Severe Harassment / Defamation / Hate Speech,HAR-021
you better understand i am uploading your videos to telegram if you do not answer foolish girl,1,Blackmail / Non-Consensual Extortion,BLK-014
i am tracking everywhere you go,1,Cyberstalking / Intimidation,STK-009
hello the boss criticised my presentation quite harshly let me know,0,Non-Abusive,HRD-033
i am frustrated because my code keeps crashing let me know,0,Non-Abusive,HRD-007
please remind me to bring my student id tomorrow god bless,0,Non-Abusive,CLN-011
you better understand transfer the money now or i publish everything tonight and nobody can save you,1,Blackmail / Non-Consensual Extortion,BLK-018
just checking in i finished reading chapter two of the textbook cheers,0,Non-Abusive,CLN-019
listen to me watch your back because i am coming for you so watch yourself,1,Physical Violence / Life Threat,VIO-011
i swear to god i will hurt you so badly you will beg me to stop,1,Physical Violence / Life Threat,VIO-015
look here send me money or i will leak your nudes so watch yourself,1,Blackmail / Non-Consensual Extortion,BLK-000
you hurt my feelings when you said that in front of everyone talk soon,0,Non-Abusive,HRD-006
i swear to god your new address will not save you from me so watch yourself,1,Cyberstalking / Intimidation,STK-018
i failed the quiz and i feel awful about it talk soon,0,Non-Abusive,HRD-009
the results will be published next month have a good day,0,Non-Abusive,CLN-029
quick question the counsellor gave a talk about domestic violence awareness let me know,0,Non-Abusive,HRD-023
hey could you please review my code before i submit,0,Non-Abusive,CLN-016
please report any suspicious person watching the hostel,0,Non-Abusive,HRD-028
you are trash and you will always be trash and that is final,1,Severe Harassment / Defamation / Hate Speech,HAR-015
hello the printer in the office is out of toner cheers,0,Non-Abusive,CLN-026
thank you so much for your help yesterday please,0,Non-Abusive,CLN-005
stupid girl i saved everything and i will share it with your employer,1,Blackmail / Non-Consensual Extortion,BLK-007
stupid girl i will deal with you until you learn your lesson permanently foolish girl,1,Physical Violence / Life Threat,VIO-019
stupid girl you are a useless worthless whore and that is final,1,Severe Harassment / Defamation / Hate Speech,HAR-000
i swear to god you are stupid and everyone in class laughs at you foolish girl,1,Severe Harassment / Defamation / Hate Speech,HAR-002
please i will pay the hostel fees on monday cheers,0,Non-Abusive,CLN-023
i have your new number even after you changed it you hear me,1,Cyberstalking / Intimidation,STK-006
hey nobody respects you because you are a common prostitute stupid,1,Severe Harassment / Defamation / Hate Speech,HAR-014
am warning you your new address will not save you from me and that is final,1,Cyberstalking / Intimidation,STK-018
hey the bus to campus leaves at seven thirty talk soon,0,Non-Abusive,CLN-014
please the article explains how victims of blackmail can get help please,0,Non-Abusive,HRD-021
i am telling you your family will receive these videos if you do not reply,1,Blackmail / Non-Consensual Extortion,BLK-008
just checking in the horror movie had a scene where someone gets stabbed,0,Non-Abusive,HRD-024
for the last time keep talking and i will bury you myself,1,Physical Violence / Life Threat,VIO-009
by the way the article explains how victims of blackmail can get help thanks,0,Non-Abusive,HRD-021
